0,1,y,2
1.589942491015752,2.977770182154199,0,1.9538050250085766
2.9084373156503323,1.8375217330000926,1,1.5100494997998521
3.2840910733121893,1.8184759245528672,1,3.3072868725014164
3.1487172391165172,2.071990961172242,1,3.4520210049171673
2.116881357227596,2.133873697319462,0,2.1578696437218867
3.2532944165017215,2.0316814098836686,1,1.7671618714412665
3.1321694901201327,1.9855423045527654,1,1.5849407820896468
3.014828823672384,2.0768815442599102,1,1.6094635233094423
3.0679344627906477,1.8495047253536756,1,2.3432663912230822
1.0586445194659873,1.9703464396282082,0,2.1743892660766857
1.809377035931379,2.787612193897815,0,2.7402142150891757
1.2049986978433207,1.9372058541261916,0,3.1943538167168404
1.704282186099337,1.3512139546553532,0,1.5411281631409688
3.2429514247321074,1.9550183788255082,1,1.9281026869472297
3.166249384627909,1.7849404962784656,1,2.6293749619267595
3.5169945436335333,1.8443012967516155,1,2.06573672571984
1.1500721408309709,1.83991990806825,0,1.5816174488759676
0.9550177842762672,1.5700544556425864,0,2.102669856604606
1.446028085658675,2.67140364192504,0,1.9473949645371187
1.5249234830637262,2.923899673641339,0,2.3217620618879873
3.0061125973473097,1.8532617592909284,1,2.042866439848295
0.8249202020961985,2.311513655305795,0,2.9484249753934346
1.8772074577712836,3.1017773535389246,0,3.198273669600489
0.7846243327757194,1.9308426124459248,0,3.2479064264106725
3.1598069202685517,1.9444966301244133,1,2.6349476444564592
1.3600785249216487,1.8610515913743804,0,3.42127971557367
1.8586885083145033,1.2696149812072908,0,2.065252493433782
2.878425337553143,1.9234563260655406,1,2.3139710575796286
3.0496321091530376,1.8268048491906734,1,2.3817531223661073
3.2817141255448647,1.924182918551971,1,1.9631959115652817
3.1142541827908112,2.25924940708495,1,1.650109683879883
1.9698572838284885,2.782782789099537,0,2.4598208787886335
3.0364249692690275,1.8851583264454719,1,2.2478119133363004
2.9586909724638635,1.9178006271888293,1,3.233691361587491
3.1177495328347304,1.8325903735892157,1,3.3951599618314656
2.831648141424784,2.151067673511856,1,2.0657887549368477
3.496301786573893,2.08971487325712,1,3.349599566246237
1.1659447469137627,1.8355399105499681,0,2.5395924538305406
1.8639090837224952,3.3178679636906896,0,3.4410043535445016
2.0499356624639167,1.3477353792024447,0,1.800017358340138
0.9725801327472656,1.9757364506403616,0,2.7178672387718468
1.922287356253789,1.1410950452745066,0,2.471438548838135
1.6266372499745831,2.8698604262280694,0,2.363326297864114
2.386925826224824,1.4019544053809874,0,2.3140137573169737
1.998178726538032,1.4515472323354925,0,3.0818997890638427
1.9857887892366692,2.325346970996162,0,3.1548667948617792
2.9743891412026766,1.6839666328060878,1,2.427646651832437
1.0255954427695073,1.7575202835077222,0,2.9048335911246466
2.2518991593293567,2.392744738047419,0,1.6403966936121004
3.0667327894425798,2.145405395361208,1,3.3927437293373357
2.130801732566774,3.053151852892521,0,1.7644809439004223
2.977299672288738,2.0184528010290133,1,3.120442619836092
3.0345605451729956,2.157217513890373,1,1.6925460050602121
3.107094811469309,2.1042003686177875,1,2.065597117621617
1.5563265293677615,1.2550079759337467,0,1.5630401447049054
1.9412904406559295,3.1180269219725996,0,3.0777419431732094
2.9795333749070028,1.890221403737617,1,3.4654882235472177
2.8590614817397064,2.059243695548496,1,1.5054402936673754
2.067227744543125,1.2037777202345383,0,3.229769330998791
2.0656891747567925,2.547453510439554,0,3.3831526045355345
3.035435845179893,2.301270951647255,1,2.4710496772211803
3.203024124317926,1.9402509480677559,1,3.436801204431571
3.06339574717433,2.0442078879353454,1,2.230182541614182
2.0200972151674614,1.3547817653112297,0,3.2347502933036525
3.1948874199463297,1.8135692620905297,1,3.2203918704984527
2.613772926200632,2.0445740035712334,1,3.217787767601586
3.1630402793584844,2.195744403318563,1,2.204354510021696
3.244799000074169,2.1056504314781117,1,2.3311823305055244
3.137035909512492,1.8312203258393416,1,2.333172557342331
2.9716775956111627,1.9589558584410098,1,1.5142100841823944
1.1057514905070638,1.8288945900758957,0,2.592255971269696
3.1236451837661416,2.029243263861828,1,2.8714560000656233
2.6540040743061164,1.8101545332365283,1,1.8516894038411746
2.3418666608076406,2.6837914106341563,0,3.47447002358572
3.327900452663597,2.0174992626754253,1,2.1948931232776747
3.002306880252523,1.854780710322151,1,2.8801003442887625
2.0245488075642695,1.1703331040426572,0,2.307752047366103
1.7656530865606657,2.722059957769746,0,1.7021142682434738
1.756731819139925,2.9100442129856323,0,2.5488716616510354
2.8002482549283063,1.8942024914126228,1,2.4816574953490034
2.03216238861204,2.7043460933515804,0,3.432733134319421
3.326337834140036,2.167750720518969,1,1.664832393399289
3.183361326706434,2.3081138662153964,1,1.8824234170770984
2.6107620605545376,2.9406934234445403,0,1.647049061191891
2.0849863614638426,1.1223285078887768,0,1.683078943783139
0.7162761817909657,2.1824738575054905,0,2.929222397657129
2.926682230927351,2.1087621566671264,1,2.0735631898690645
3.0305895028005496,1.9539427488612349,1,3.364192591703538
0.7494571295109931,2.6268616165084318,0,2.1828101498352144
3.059240494019544,1.7195402507067514,1,2.6636140020395764
3.2308229658526084,2.04860546640598,1,3.300111876269006
1.643670428024742,2.6808030242345913,0,2.731361937511996
3.3560994714338834,1.8843771795906965,1,2.776465062629586
0.7365030768460783,1.8865976302945349,0,2.7074124065234093
2.749224537925956,2.813801916020902,0,2.567787265021347
2.9105555594699015,1.7133261012109269,1,3.2175334803305837
1.201459351518716,2.4584094078163496,0,3.123302454772845
1.9167367231053345,3.1873821517047634,0,2.521728735269432
2.1351487171334105,2.7214725129336714,0,1.7452236687141713
2.248821674355047,0.5366594072976344,0,1.7164711815540308
2.348949125646488,1.2030699183058762,0,1.5426836999903428
2.1200707566580324,2.860495871538776,0,1.7345860942383382
1.2850047486008938,2.07290141661632,0,2.385401467321408
0.8644151884264367,1.7631984482840977,0,1.8857438119129355
0.9958486761717288,1.793081667780748,0,2.200167946776279
0.6974335947771375,1.4112122924982264,0,3.49113955402321
1.4430803278354822,1.6496661346196195,0,2.271885151134119
1.0771596911067782,1.927800447640936,0,1.5746090797296648
2.827142347704618,2.2802790782109637,1,2.8523558537180564
3.198333153743268,2.2708503317174396,1,2.0079399956504593
1.9295227185437076,2.5319454722442156,0,2.7700076097325064
3.0611853382191434,1.9254421269746476,1,3.243553484616927
0.9472436786703786,2.4984410497184055,0,2.994767398531357
2.1682758343823716,1.1113559045912518,0,2.685427895570453
2.2045674468878933,1.7540121977208099,0,2.351551520737523
3.3432810621677578,1.9220248781412161,1,3.471481682651779
3.0059423731828976,2.181125479242788,1,3.232167414312644
0.6884368537468083,1.5106172553617163,0,2.866681963626016
1.767963246789971,3.3696204944065715,0,2.0242655336236655
2.819049125360407,2.3066722335799916,1,3.4339332625787677
1.104302945061501,1.8538314307659343,0,2.4812684794802538
3.007483695772044,1.7978006323449247,1,2.654509655580089
3.0774297787757527,1.9005253114810725,1,2.333275397260773
3.157781897838903,2.1681028559633893,1,2.4057079418313863
2.9441333247448394,2.253132208285519,1,1.607861615140648
1.500167233465341,2.4569715865136774,0,1.8559176701680646
3.257831673393559,2.0146151165445954,1,2.254928028743791
2.004178787573884,1.192762473866999,0,2.4511958006220476
3.020650237869531,1.8386395027337583,1,1.6931553149908511
0.8367657993657422,1.9511621281783118,0,3.4371834937896404
3.3151001505595694,1.8670041246193103,1,1.7713944744333043
1.7751926931731667,2.733539020724878,0,2.3127419729631082
2.7466444764808964,2.236187953664351,1,1.5020232418646526
3.2075895315674825,1.87109011837742,1,2.732884681242714
2.967727225152187,1.9113176571136439,1,2.8848538356798756
0.8258055092338147,1.8165844257834116,0,3.068780756921698
1.1172087762784433,1.6020583615066752,0,2.3499990361801686
1.0677284569335264,2.005283975580097,0,1.862521459520434
3.0912354821503767,2.1239604975995787,1,3.1083562353841305
3.2824009808367216,1.892101746978774,1,2.311117668147387
1.9776699712699861,1.3862016292652033,0,1.6138521277135993
3.2009135180799135,1.823214082284474,1,2.4379022563528796
1.9267530094128054,1.4892261504865072,0,3.122180001771296
2.993867157205884,1.9191814543134933,1,2.0678385200472684
2.8521635983969764,2.1450434968017227,1,2.2122881469219413
2.979022025131516,2.2515800764949145,1,2.9329493847770403
3.0652197240061314,1.9486973981292837,1,3.086360469823733
0.7313961032910927,1.8775697482519338,0,1.9164867596196624
1.852412928539155,3.19841706669609,0,3.3384107835354815
2.285391873289845,2.9580693770997377,0,1.701167178428296
3.23574430622413,1.9661289876385937,1,2.045086271280786
3.107364209695851,1.797243870196303,1,3.4220076641012573
1.669044685630072,3.046166050866369,0,2.0783327845374493
3.2159271757815584,2.1174739831665517,1,3.3498145144391502
3.2681450535421566,2.120836205420926,1,2.997525585005455
1.4258809013540912,1.8198729302783885,0,2.654871173980788
3.1774244534389706,2.159813708539637,1,1.9999967810884824
3.1396722527427063,2.0095553539648656,1,3.1946724744655084
3.105957073257945,1.7865684638282668,1,3.161549473254012
3.2032307959679325,1.9334589754688922,1,2.6047242130073576
2.1288854657397756,1.2623063061489332,0,1.5446035372876301
2.035874110524246,0.9080793177355333,0,2.1215155238448613
0.8602583292645511,1.9547486865299915,0,2.7154801908340076
2.992890232302673,2.176762897634558,1,1.6104957363219723
3.163365245935216,1.9300717082080665,1,2.34869495132802
2.6184510729909194,1.5625098691779427,0,2.6710553877562893
1.7288894417809615,1.2973077845164809,0,3.1464485791654235
1.7045020622548954,2.859604002864222,0,2.3185288854888726
3.134435896161138,1.8913454552294808,1,2.3542015828979057
3.0083498313865555,2.119451002962325,1,2.8833329916475035
2.9083845094231986,2.173487247739136,1,1.52158573653763
3.200690520505803,2.1119035929474226,1,2.9066727537725
2.2124326030065773,1.4870106950383752,0,2.1195361645971547
1.192143938560247,1.9428490682006565,0,2.982202441431361
2.95826369159724,2.096869646240557,1,2.0303931334329635
2.992001570016709,1.86139057889884,1,2.882407440484873
2.945912216874231,1.7598228201782642,1,2.5894949955095443
3.0409843155588177,1.7136203811534136,1,1.5530949320732785
2.373369548106577,3.469449673308324,0,2.848645513661732
1.6281313141759282,2.349138817395283,0,2.6081783426083907
2.9927789111512797,2.269178727258832,1,2.254918453472937
3.2831942418527724,2.0200937570870354,1,2.0516009555973724
3.1214485952213824,1.741098407199985,1,3.4325179963636474
3.0573718176767835,2.2351687264693494,1,3.2105592489473196
3.1273420335306805,1.8028700705565337,1,2.9041097234094195
1.6983195872931602,2.90804925518373,0,3.3941567422530072
3.166347530224673,1.8873905589491602,1,3.059978618040935
2.1828578135625802,2.3333878798476273,0,3.0316207989517974
2.1936127848755445,1.6105894672597045,0,1.6747355823036885
3.133589031091991,1.7080212070461704,1,2.1985466395542135
2.9830937012109824,1.902216712620293,1,1.9548701385481986
2.935144116320221,2.2694997802512527,1,2.2227584774831746
2.880954634718617,2.0281912664649133,1,3.3990579590829206
2.906574989541403,1.9547630288313342,1,2.988567557439015
2.1212638595831996,3.0147618234072877,0,1.7917140343635078
2.024831871135628,2.81103484995227,0,2.686052405717878
1.7019231453217891,2.840777370165504,0,1.5752142905199227
0.802649633844359,2.256357568119985,0,2.3744118186541345
2.192816827960263,1.5987457590397294,0,3.35244388435222
1.332927749618841,2.6445792941574826,0,2.0337622989164936
1.9976082076050148,1.6439832416670077,0,3.0745274840716013
3.0942514246453943,2.1228148956273225,1,2.1486073494764333
1.3617983549640447,2.233222205829353,0,1.5002602573538217
1.862102968318101,2.476047265665554,0,1.9280979742669668
2.875415140827374,2.108976743350409,1,2.820507521766108
2.2458119804418217,2.9271668447331955,0,1.6031391179457761
3.1421845738327905,2.2234399114171475,1,2.761550929385579
1.4129489350058613,2.0939396420039467,0,1.895899645439602
2.025351543707859,3.0393983648836707,0,3.302701661440098
1.38489276281474,3.02175414841047,0,2.79972711480056
3.067911030047325,1.8534581390927176,1,3.051007440187016
2.1641292143510116,1.1393422042698318,0,2.6668480711250053
2.2925359200253252,1.1558827855493583,0,3.373715201610744
1.3289407701432652,1.8122968137511362,0,3.0441871342700946
1.8039611312825579,2.684037515230672,0,2.0347723553523367
1.52167170236169,1.0201874931138681,0,2.376261084060613
0.7108723221368167,1.7128547255314872,0,2.107265620879625
3.3085382991267984,2.268101962164474,1,2.4982614199142565
3.2742254572722964,1.97226848656321,1,1.5441790568984468
0.9018948047170687,1.9359629661948685,0,3.153845536870153
1.945131067668548,1.6124629257444554,0,3.2534104435764273
3.2501230746652623,1.8827491891479669,1,1.6437123415672223
3.031348451051735,2.160721389538184,1,1.8869101436680062
1.973079291713832,1.6320351646348419,0,1.901095082527569
3.0243552976281065,1.9088264161076562,1,2.620500576035079
3.0452078712694175,2.3581951558287098,1,3.4077758762473795
3.153500141087477,2.3355456615592445,1,2.984346926251547
1.0773257620428252,1.6274718273555127,0,2.454408529524664
1.8510404793554094,2.453952272204565,0,2.8221762516130284
1.6374314209050884,2.399401718596521,0,3.1765758270653306
3.0875366008385225,2.0973322888855757,1,3.2898726987617612
3.1711950228350188,2.106138773296193,1,3.330426865889614
3.1547753501572484,2.0367345952569096,1,3.4767747977167356
2.8467948512203485,1.9098878104042147,1,3.1820666408316436
3.197035678488485,1.8973339396870725,1,2.753021482285238
2.325259473213063,2.8630909120665984,0,2.570745866074172
2.005530179919618,1.3042745116085013,0,2.5728460459287206
3.1458498352963895,1.8903118146780564,1,2.480693452438519
3.2922075097185455,1.7165444774567682,1,1.9896000667586102
0.4271931737478122,2.395490697455801,0,2.143399644366788
3.3117035292618437,2.1178018404515426,1,2.7385046221670453
3.346803242840612,1.9647252682623355,1,2.7888110272320015
2.901207794207134,2.201915513579372,1,2.164537329292375
1.5216698991392736,2.293657415234539,0,1.732395388994913
3.1029399424866444,1.8796354940202744,1,3.35239692084184
3.098196395663022,1.964066621159435,1,2.9453770091551714
3.1730112253237093,2.02959701184354,1,1.652714338992068
2.4897233911794907,0.7709575866118101,0,2.7424351028250094
3.134272326657729,1.9870756843850759,1,2.700384056456813
3.2764799880681648,1.9124416799656099,1,2.594814435591108
3.011290790524293,2.233279780122101,1,1.8722832598918349
2.088569772512181,2.7285298974833148,0,3.269661490222898
0.9310601108274419,1.744578069721906,0,2.666178274552289
3.1536492049946636,2.009675895929386,1,3.4710825288394025
3.002283617520448,1.7199949119794087,1,1.820543030664458
1.6617511703140884,3.1383726979760707,0,2.341444968891591
3.189725822550219,1.8536700596578053,1,3.2593386995863227
3.140046367469134,2.2517860946523136,1,1.6582059921414412
2.9063586670760166,1.9389538450439943,1,2.267580150418773
2.081473651158612,0.8169754272539071,0,2.2211506030727497
3.3308713518715978,2.235859731540549,1,3.3098406437966617
1.4894293309944993,2.631598601067338,0,1.81107300367156
1.6961506638996728,1.294274199778582,0,1.6595709594337302
3.079933094121814,1.8709342297899751,1,1.9627491146399234
1.3947983605632768,1.9503022225047575,0,1.8018404191054211
2.7933056494298096,1.9131523670090143,1,1.6747347171483415
2.9610641331117176,1.960732891648594,1,2.621424386006152
2.5974111255250714,2.9178740531644647,0,1.8066530944134793
3.01701384972403,1.9139445283561023,1,2.936972939623571
2.937787992889107,2.0503770897080105,1,1.505728168526029
1.263825112341221,1.6767871769045726,0,1.8590261121448053
2.920306305648901,1.936014312075414,1,1.8493302274492949
1.8132051914796645,1.2583822365711728,0,3.380028392710208
2.331180064010572,2.723115752724528,0,3.243706788141992
3.5297818034628943,1.8647011025835205,1,2.137539572287265
2.864287000249255,1.860144313522702,1,3.4779018771254235
3.1370907178163137,2.1329869239136476,1,1.9942492157870801
3.101886365440047,2.1301091739496965,1,2.859242307746844
3.191385824633463,1.9502202707267031,1,2.1305582852176075
1.3601594975421618,2.042107960954414,0,1.5586691743002383
2.900648854416483,1.8886507980685143,1,1.9078230844227788
3.183309829097761,2.1624892664441457,1,3.012535773253658
2.570357205725902,1.1818017558556138,0,1.5431602001437585
3.343964610191329,2.0354064595736556,1,1.511386522314877
2.2945296460974784,1.1025505849474133,0,2.5915237191705813
2.8791468907733835,2.110092571754636,1,1.860156892558405
2.922257208816089,2.240740175263085,1,2.6813093455725188
2.0972251908184383,1.084475315875105,0,3.3365799972237937
1.4243686354102876,1.192045837365235,0,2.726469217852161
3.039444484900314,2.1243723552589313,1,1.9585596466034632
3.2572599831720312,1.9878399341846875,1,2.3786944061961206
3.047776390477403,1.988761016582233,1,3.039044213686574
3.048836060178759,2.1532944732590007,1,1.7587620637119847
2.9262095104510775,1.7276526536181773,1,3.0105927364182725
3.1429580115933087,1.9717107756278767,1,2.9532375225374743
3.2505048839093718,2.0822694910310857,1,2.0031258670264576
3.1550799698163083,1.9952792944694475,1,2.6694658123200297
1.0569118502831187,1.8014053466610174,0,2.999718561114708
3.0710527948358965,1.7326827377022758,1,1.954482565998502
2.2467634736309567,0.8337469050086933,0,1.9189586529311002
2.7474316221063457,2.2509302302847796,1,3.288648210852725
1.8076657219326067,3.647299177300914,0,2.9375082143366766
3.236025121955939,1.7822247882247348,1,2.36125256026805
3.1505354895964923,2.0678411566472867,1,2.3917232276844036
3.0363102750966786,2.059645625266442,1,2.7692294742279526
1.556650994438279,2.0672704233605876,0,2.679625229891914
1.303905320530873,3.0347889478949552,0,1.9253264918520323
0.7414890789231225,2.0090094437492247,0,3.1721274525361003
3.018075084367297,1.7878305482950518,1,2.4927353732389275
2.102498069585788,2.7186055065795105,0,3.4543411282299123
2.269600748101752,2.811308971937177,0,2.5315537651718776
3.224574720097893,1.8641304179943279,1,3.2953772623263786
3.2756678597106355,2.01612875006462,1,2.3600116775325573
2.9195992738342014,1.851497942914529,1,3.0808514923760733
