0,1,2
3.185683631535436,2.208596539392494,3.0456393794159666
2.1792200209549573,1.4103518226932694,2.3962457341536565
2.242675780817816,2.6246634124448684,2.833286225281234
1.980176060405805,0.836695140071263,2.1881144595807225
3.2109916077068976,2.251962107333229,3.309826143118427
0.8126963830860328,1.9446423927032452,3.39899617342101
2.9063586670760166,1.9389538450439943,2.267580150418773
3.124500202101631,2.2192575524385676,1.682960602724872
1.743149047801475,2.810669822209898,1.9892365384459871
3.0665461478100395,2.042305431569333,3.483583800397879
3.1236451837661416,2.029243263861828,2.8714560000656233
2.195060353387598,1.170247240866185,3.4531867053669494
2.0673355455679916,1.5141294907836462,2.109799579636704
2.886406283170359,2.0267793754580716,2.4505775429305032
3.090009845946704,1.6663423837086697,2.009545324883531
3.1785998433376492,2.0139114598669328,2.537811072599605
2.4603446305383545,3.1367122656109476,1.6177470500104318
3.254440654212954,2.297370567525339,2.2797576625938323
2.87009740436144,1.8307113990354449,3.35417823526181
3.1425866588104574,1.9989405643173754,3.0554395623098545
2.8678645308795536,2.030591578627399,2.8602136016404334
2.887085020518249,1.8713836355679174,3.2963558625831975
2.8764628715051432,2.0219621437763906,3.1800615706456306
0.889216858226139,2.043016540202675,1.818594044126702
0.6242819666760643,2.1090895647874905,1.7956872215151198
3.108204229806194,2.0662129639839426,2.5702727456703647
2.122945597078554,1.1276227036144373,3.1055163025290815
3.1375942348154955,2.1212856510335176,2.6739788397505
2.5197544998455275,1.8693900438577895,1.6366742487267945
2.7769617830583173,2.0336630057573375,3.495723561847521
1.7004843682435125,1.2905375699458397,2.519805888379242
3.28340676892479,1.7496929206480805,3.120844896945794
2.008623446880445,1.5835355587821895,2.398637487809305
1.8551769433453902,0.9140014175223863,1.8793274753499871
3.2965908869220195,2.175665295750434,2.3950035830455025
3.1583228365395573,1.8239190010540958,1.7418832751028204
1.8639090837224952,3.3178679636906896,3.4410043535445016
3.015356522092147,1.911094576556434,2.573464787280388
2.940147595327065,1.7474401148578926,3.3445162860110145
0.8359959746238204,1.918503466902184,3.405394685758992
3.241883223483196,2.161043291586136,3.07858914540887
